External_Id__c,Subject,Account:External_Id__c,Contact:External_Id__c,Type,Status,Origin,Priority,Reason
CASE-000609,Issue #609,ACC-000117,CON-000633,Electrical,Working,Email,Low,Bug
CASE-000610,Issue #610,ACC-000200,CON-001054,Installation,Working,Phone,High,Equipment Complexity
CASE-000611,Issue #611,ACC-000475,CON-001206,Software,Working,Web,Low,Network Issue
CASE-000612,Issue #612,ACC-000369,CON-000308,Shipping,Closed,Web,Medium,Other
CASE-000613,Issue #613,ACC-000428,CON-001381,Electrical,Closed,Phone,Medium,Bug
CASE-000614,Issue #614,ACC-000067,CON-001121,Billing,New,Phone,Low,Equipment Complexity
CASE-000615,Issue #615,ACC-000067,CON-001247,Equipment,Closed,Email,Low,Performance
CASE-000616,Issue #616,ACC-000443,CON-000288,Connectivity,Closed,Phone,Low,Shipment Damaged
CASE-000617,Issue #617,ACC-000335,CON-000127,Software,Working,Phone,Medium,Other
CASE-000618,Issue #618,ACC-000140,CON-000298,Software,Closed,Web,Low,Equipment Complexity
CASE-000619,Issue #619,ACC-000345,CON-000503,Installation,Working,Email,Low,Bug
CASE-000620,Issue #620,ACC-000288,CON-001242,Equipment,New,Web,Medium,Return
CASE-000621,Issue #621,ACC-000145,CON-001266,Electrical,Working,Web,Medium,Other
CASE-000622,Issue #622,ACC-000014,CON-000133,Connectivity,Working,Web,Low,Bug
CASE-000623,Issue #623,ACC-000100,CON-001093,Connectivity,Closed,Web,Medium,Network Issue
CASE-000624,Issue #624,ACC-000109,CON-000572,Equipment,Working,Phone,Medium,Other
CASE-000625,Issue #625,ACC-000366,CON-000917,Connectivity,Closed,Email,Low,Other
CASE-000626,Issue #626,ACC-000476,CON-000344,Installation,Working,Email,Low,Return
CASE-000627,Issue #627,ACC-000028,CON-001268,Electrical,Closed,Phone,High,Other
CASE-000628,Issue #628,ACC-000184,CON-000194,Billing,Working,Phone,Medium,Equipment Complexity
CASE-000629,Issue #629,ACC-000430,CON-001373,Billing,Working,Phone,Low,Network Issue
CASE-000630,Issue #630,ACC-000107,CON-001179,Shipping,New,Phone,Medium,Shipment Damaged
CASE-000631,Issue #631,ACC-000398,CON-000055,Software,Closed,Web,High,Return
CASE-000632,Issue #632,ACC-000150,CON-000625,Billing,Working,Phone,Low,Bug
CASE-000633,Issue #633,ACC-000094,CON-000908,Connectivity,New,Phone,Low,Performance
CASE-000634,Issue #634,ACC-000165,CON-000241,Shipping,Working,Email,High,Shipment Damaged
CASE-000635,Issue #635,ACC-000190,CON-000381,Shipping,Closed,Web,Low,Network Issue
CASE-000636,Issue #636,ACC-000395,CON-000827,Software,Working,Phone,High,Other
CASE-000637,Issue #637,ACC-000485,CON-000269,Shipping,New,Email,High,Equipment Complexity
CASE-000638,Issue #638,ACC-000449,CON-000227,Equipment,New,Email,High,Other
CASE-000639,Issue #639,ACC-000253,CON-000209,Connectivity,Closed,Email,Low,Bug
CASE-000640,Issue #640,ACC-000416,CON-000291,Billing,Closed,Web,High,Performance
CASE-000641,Issue #641,ACC-000104,CON-000075,Billing,Closed,Web,High,Shipment Damaged
CASE-000642,Issue #642,ACC-000294,CON-000300,Shipping,Working,Phone,Medium,Equipment Complexity
CASE-000643,Issue #643,ACC-000051,CON-000144,Software,Working,Phone,Low,Return
CASE-000644,Issue #644,ACC-000479,CON-000852,Electrical,Working,Email,Low,Equipment Complexity
CASE-000645,Issue #645,ACC-000135,CON-001013,Equipment,Closed,Web,Low,Shipment Damaged
CASE-000646,Issue #646,ACC-000467,CON-000408,Installation,Working,Phone,Low,Network Issue
CASE-000647,Issue #647,ACC-000385,CON-001139,Billing,Closed,Email,Low,Return
CASE-000648,Issue #648,ACC-000079,CON-000614,Shipping,Working,Phone,Medium,Return
CASE-000649,Issue #649,ACC-000226,CON-000154,Shipping,Working,Phone,Medium,Other
CASE-000650,Issue #650,ACC-000021,CON-000115,Billing,Closed,Email,Low,Other
CASE-000651,Issue #651,ACC-000251,CON-000751,Installation,New,Web,High,Network Issue
CASE-000652,Issue #652,ACC-000171,CON-001014,Equipment,New,Email,Low,Network Issue
CASE-000653,Issue #653,ACC-000129,CON-001303,Electrical,Closed,Email,High,Other
CASE-000654,Issue #654,ACC-000297,CON-001069,Billing,Closed,Phone,Medium,Equipment Complexity
CASE-000655,Issue #655,ACC-000401,CON-001416,Equipment,New,Email,Medium,Equipment Complexity
CASE-000656,Issue #656,ACC-000086,CON-000873,Equipment,Working,Web,Medium,Performance
CASE-000657,Issue #657,ACC-000210,CON-001196,Software,Working,Phone,Medium,Other
CASE-000658,Issue #658,ACC-000016,CON-000819,Installation,Working,Phone,Low,Bug
CASE-000659,Issue #659,ACC-000372,CON-000459,Software,Closed,Email,High,Equipment Complexity
CASE-000660,Issue #660,ACC-000195,CON-001423,Billing,Closed,Web,Low,Performance
CASE-000661,Issue #661,ACC-000287,CON-000197,Installation,New,Web,Medium,Performance
CASE-000662,Issue #662,ACC-000492,CON-000782,Software,Working,Web,Medium,Bug
CASE-000663,Issue #663,ACC-000002,CON-000691,Electrical,Closed,Email,Low,Performance
CASE-000664,Issue #664,ACC-000227,CON-000088,Connectivity,Closed,Email,High,Shipment Damaged
CASE-000665,Issue #665,ACC-000143,CON-001209,Electrical,Working,Email,High,Network Issue
CASE-000666,Issue #666,ACC-000210,CON-001252,Installation,Closed,Email,Medium,Network Issue
CASE-000667,Issue #667,ACC-000035,CON-001383,Software,Working,Web,Low,Bug
CASE-000668,Issue #668,ACC-000251,CON-001250,Billing,Working,Email,Medium,Return
CASE-000669,Issue #669,ACC-000252,CON-000655,Equipment,Working,Web,Low,Bug
CASE-000670,Issue #670,ACC-000188,CON-000705,Equipment,Working,Web,Low,Bug
CASE-000671,Issue #671,ACC-000479,CON-001387,Software,Working,Email,High,Network Issue
CASE-000672,Issue #672,ACC-000200,CON-000303,Equipment,New,Web,Low,Performance
CASE-000673,Issue #673,ACC-000212,CON-000170,Shipping,Closed,Phone,High,Network Issue
CASE-000674,Issue #674,ACC-000292,CON-001314,Connectivity,Working,Phone,Medium,Other
CASE-000675,Issue #675,ACC-000318,CON-001421,Billing,Closed,Email,Low,Other
CASE-000676,Issue #676,ACC-000189,CON-000749,Software,New,Email,High,Shipment Damaged
CASE-000677,Issue #677,ACC-000444,CON-000746,Software,Working,Web,Low,Return
CASE-000678,Issue #678,ACC-000056,CON-000254,Software,Closed,Email,Medium,Network Issue
CASE-000679,Issue #679,ACC-000089,CON-001474,Connectivity,New,Email,Medium,Other
CASE-000680,Issue #680,ACC-000232,CON-000176,Shipping,Closed,Email,Low,Network Issue
CASE-000681,Issue #681,ACC-000394,CON-000036,Shipping,Working,Phone,Medium,Shipment Damaged
CASE-000682,Issue #682,ACC-000361,CON-000204,Connectivity,Closed,Web,High,Shipment Damaged
CASE-000683,Issue #683,ACC-000439,CON-001346,Electrical,Working,Web,Low,Bug
CASE-000684,Issue #684,ACC-000430,CON-000221,Connectivity,New,Web,Medium,Performance
CASE-000685,Issue #685,ACC-000006,CON-001451,Billing,Closed,Email,High,Shipment Damaged
CASE-000686,Issue #686,ACC-000372,CON-000565,Shipping,New,Phone,High,Other
CASE-000687,Issue #687,ACC-000428,CON-000660,Billing,Closed,Web,Low,Performance
CASE-000688,Issue #688,ACC-000161,CON-000720,Equipment,New,Web,Low,Network Issue
CASE-000689,Issue #689,ACC-000364,CON-001456,Equipment,New,Email,Low,Performance
CASE-000690,Issue #690,ACC-000314,CON-000891,Equipment,New,Web,Low,Bug
CASE-000691,Issue #691,ACC-000208,CON-000669,Billing,Closed,Phone,High,Bug
CASE-000692,Issue #692,ACC-000425,CON-000440,Installation,Closed,Phone,Low,Equipment Complexity
CASE-000693,Issue #693,ACC-000471,CON-001207,Shipping,Closed,Email,Medium,Performance
CASE-000694,Issue #694,ACC-000088,CON-000309,Shipping,Closed,Phone,Medium,Bug
CASE-000695,Issue #695,ACC-000441,CON-000809,Shipping,New,Phone,Medium,Return
CASE-000696,Issue #696,ACC-000024,CON-000378,Installation,Closed,Email,Low,Return
CASE-000697,Issue #697,ACC-000499,CON-000350,Software,Working,Phone,High,Other
CASE-000698,Issue #698,ACC-000072,CON-000276,Connectivity,Closed,Phone,Low,Equipment Complexity
CASE-000699,Issue #699,ACC-000453,CON-001173,Software,New,Web,Medium,Equipment Complexity
CASE-000700,Issue #700,ACC-000214,CON-001225,Billing,Closed,Web,Medium,Network Issue
CASE-000701,Issue #701,ACC-000288,CON-000250,Software,Closed,Email,Medium,Equipment Complexity
CASE-000702,Issue #702,ACC-000417,CON-001485,Equipment,Working,Web,Medium,Shipment Damaged
CASE-000703,Issue #703,ACC-000171,CON-001244,Shipping,Working,Phone,Low,Other
CASE-000704,Issue #704,ACC-000113,CON-001097,Software,New,Phone,Medium,Network Issue
CASE-000705,Issue #705,ACC-000016,CON-000753,Billing,Working,Email,Low,Equipment Complexity
CASE-000706,Issue #706,ACC-000479,CON-000317,Equipment,New,Phone,Low,Performance
CASE-000707,Issue #707,ACC-000442,CON-001408,Connectivity,Working,Email,Medium,Performance
CASE-000708,Issue #708,ACC-000359,CON-001469,Equipment,Working,Phone,Low,Bug
CASE-000709,Issue #709,ACC-000458,CON-001064,Shipping,Working,Email,Low,Bug
CASE-000710,Issue #710,ACC-000018,CON-000881,Shipping,Closed,Phone,Low,Return
CASE-000711,Issue #711,ACC-000029,CON-000514,Electrical,Working,Phone,High,Performance
CASE-000712,Issue #712,ACC-000129,CON-000979,Software,Closed,Web,Low,Network Issue
CASE-000713,Issue #713,ACC-000057,CON-001058,Software,New,Phone,Medium,Bug
CASE-000714,Issue #714,ACC-000254,CON-000519,Electrical,Closed,Email,Low,Return
CASE-000715,Issue #715,ACC-000227,CON-000765,Billing,Working,Phone,Low,Equipment Complexity
CASE-000716,Issue #716,ACC-000127,CON-000492,Billing,Closed,Web,Medium,Performance
CASE-000717,Issue #717,ACC-000049,CON-001115,Installation,New,Email,Low,Performance
CASE-000718,Issue #718,ACC-000268,CON-000151,Electrical,New,Web,Low,Bug
CASE-000719,Issue #719,ACC-000050,CON-000914,Connectivity,New,Email,Medium,Bug
CASE-000720,Issue #720,ACC-000355,CON-000755,Connectivity,Working,Phone,Medium,Network Issue
CASE-000721,Issue #721,ACC-000459,CON-000080,Connectivity,Closed,Phone,Low,Return
CASE-000722,Issue #722,ACC-000298,CON-001192,Installation,Working,Email,High,Bug
CASE-000723,Issue #723,ACC-000130,CON-000655,Connectivity,Closed,Web,Medium,Network Issue
CASE-000724,Issue #724,ACC-000275,CON-000815,Installation,Closed,Phone,High,Other
CASE-000725,Issue #725,ACC-000406,CON-000401,Equipment,Closed,Email,Medium,Performance
CASE-000726,Issue #726,ACC-000451,CON-000309,Connectivity,Working,Web,Medium,Bug
CASE-000727,Issue #727,ACC-000373,CON-000163,Installation,New,Phone,High,Shipment Damaged
CASE-000728,Issue #728,ACC-000268,CON-000734,Connectivity,Closed,Email,Medium,Performance
CASE-000729,Issue #729,ACC-000163,CON-000966,Shipping,Closed,Web,High,Performance
CASE-000730,Issue #730,ACC-000117,CON-000717,Shipping,Working,Web,High,Other
CASE-000731,Issue #731,ACC-000031,CON-000699,Shipping,Working,Email,Medium,Bug
CASE-000732,Issue #732,ACC-000280,CON-000887,Shipping,Closed,Web,Medium,Performance
CASE-000733,Issue #733,ACC-000163,CON-001064,Electrical,New,Phone,Low,Shipment Damaged
CASE-000734,Issue #734,ACC-000267,CON-000618,Billing,Working,Web,Low,Equipment Complexity
CASE-000735,Issue #735,ACC-000406,CON-000606,Software,New,Phone,Medium,Bug
CASE-000736,Issue #736,ACC-000265,CON-000678,Electrical,Working,Web,Low,Equipment Complexity
CASE-000737,Issue #737,ACC-000307,CON-000541,Connectivity,Closed,Email,Low,Performance
CASE-000738,Issue #738,ACC-000371,CON-000519,Billing,New,Web,Medium,Other
CASE-000739,Issue #739,ACC-000345,CON-001455,Shipping,Closed,Phone,Low,Other
CASE-000740,Issue #740,ACC-000382,CON-000158,Shipping,Closed,Email,Medium,Other
CASE-000741,Issue #741,ACC-000124,CON-000072,Connectivity,Closed,Web,Medium,Equipment Complexity
CASE-000742,Issue #742,ACC-000005,CON-000053,Connectivity,Closed,Phone,Medium,Other
CASE-000743,Issue #743,ACC-000449,CON-000639,Connectivity,Closed,Email,High,Performance
CASE-000744,Issue #744,ACC-000348,CON-001058,Equipment,Closed,Web,Low,Equipment Complexity
CASE-000745,Issue #745,ACC-000430,CON-001197,Software,Working,Phone,Medium,Shipment Damaged
CASE-000746,Issue #746,ACC-000351,CON-000635,Connectivity,Closed,Web,Medium,Other
CASE-000747,Issue #747,ACC-000384,CON-000234,Installation,Closed,Web,High,Network Issue
CASE-000748,Issue #748,ACC-000177,CON-000278,Connectivity,Closed,Email,Low,Equipment Complexity
CASE-000749,Issue #749,ACC-000295,CON-001373,Software,Closed,Web,Low,Other
CASE-000750,Issue #750,ACC-000010,CON-000546,Billing,Closed,Web,Medium,Bug
CASE-000751,Issue #751,ACC-000447,CON-000457,Shipping,Working,Email,High,Network Issue
CASE-000752,Issue #752,ACC-000186,CON-000280,Software,Closed,Phone,Low,Equipment Complexity
CASE-000753,Issue #753,ACC-000448,CON-001199,Equipment,Closed,Phone,High,Network Issue
CASE-000754,Issue #754,ACC-000253,CON-000916,Electrical,Closed,Web,High,Return
CASE-000755,Issue #755,ACC-000390,CON-001353,Shipping,New,Email,High,Equipment Complexity
CASE-000756,Issue #756,ACC-000071,CON-001259,Billing,New,Email,Low,Bug
CASE-000757,Issue #757,ACC-000428,CON-000524,Software,New,Email,High,Equipment Complexity
CASE-000758,Issue #758,ACC-000479,CON-000030,Installation,Working,Phone,Low,Other
CASE-000759,Issue #759,ACC-000116,CON-000358,Electrical,New,Web,High,Network Issue
CASE-000760,Issue #760,ACC-000264,CON-000454,Shipping,Working,Web,Medium,Performance
CASE-000761,Issue #761,ACC-000344,CON-001053,Billing,New,Web,High,Other
CASE-000762,Issue #762,ACC-000237,CON-001472,Shipping,New,Phone,High,Equipment Complexity
CASE-000763,Issue #763,ACC-000102,CON-000366,Billing,New,Web,Medium,Other
CASE-000764,Issue #764,ACC-000198,CON-000342,Shipping,Closed,Phone,Low,Return
CASE-000765,Issue #765,ACC-000084,CON-000450,Billing,Closed,Web,High,Performance
CASE-000766,Issue #766,ACC-000366,CON-000484,Equipment,Closed,Email,Medium,Equipment Complexity
CASE-000767,Issue #767,ACC-000370,CON-000348,Billing,Working,Phone,Low,Shipment Damaged
CASE-000768,Issue #768,ACC-000319,CON-000192,Shipping,New,Phone,Low,Other
CASE-000769,Issue #769,ACC-000323,CON-000461,Billing,New,Phone,Medium,Performance
CASE-000770,Issue #770,ACC-000230,CON-000547,Software,Working,Phone,Low,Bug
CASE-000771,Issue #771,ACC-000046,CON-001044,Software,Closed,Email,Medium,Other
CASE-000772,Issue #772,ACC-000490,CON-000500,Equipment,New,Phone,Low,Equipment Complexity
CASE-000773,Issue #773,ACC-000453,CON-001138,Electrical,New,Email,Medium,Equipment Complexity
CASE-000774,Issue #774,ACC-000170,CON-000425,Installation,Working,Web,Low,Bug
CASE-000775,Issue #775,ACC-000420,CON-000048,Shipping,Closed,Email,Medium,Return
CASE-000776,Issue #776,ACC-000425,CON-000249,Installation,Working,Phone,Low,Bug
CASE-000777,Issue #777,ACC-000459,CON-000706,Software,Closed,Email,Medium,Performance
CASE-000778,Issue #778,ACC-000071,CON-000486,Installation,New,Web,Medium,Bug
CASE-000779,Issue #779,ACC-000200,CON-001401,Software,Closed,Web,Low,Shipment Damaged
CASE-000780,Issue #780,ACC-000243,CON-000618,Software,Working,Phone,Low,Bug
CASE-000781,Issue #781,ACC-000409,CON-001040,Shipping,New,Web,Low,Bug
CASE-000782,Issue #782,ACC-000451,CON-000203,Billing,Working,Phone,Medium,Shipment Damaged
CASE-000783,Issue #783,ACC-000366,CON-000154,Software,New,Web,Medium,Other
CASE-000784,Issue #784,ACC-000478,CON-000446,Equipment,Working,Email,Low,Network Issue
CASE-000785,Issue #785,ACC-000106,CON-001424,Connectivity,New,Web,Low,Performance
CASE-000786,Issue #786,ACC-000215,CON-000247,Software,Closed,Web,Medium,Network Issue
CASE-000787,Issue #787,ACC-000242,CON-000840,Electrical,Working,Email,High,Shipment Damaged
CASE-000788,Issue #788,ACC-000187,CON-001153,Electrical,Working,Web,Low,Equipment Complexity
CASE-000789,Issue #789,ACC-000152,CON-000927,Installation,New,Web,High,Network Issue
CASE-000790,Issue #790,ACC-000004,CON-000024,Shipping,Closed,Email,Medium,Return
CASE-000791,Issue #791,ACC-000170,CON-001055,Equipment,Working,Web,Medium,Return
CASE-000792,Issue #792,ACC-000470,CON-000503,Installation,Working,Email,Low,Equipment Complexity
CASE-000793,Issue #793,ACC-000109,CON-000112,Shipping,Closed,Phone,High,Network Issue
CASE-000794,Issue #794,ACC-000499,CON-000860,Shipping,Working,Email,Medium,Network Issue
CASE-000795,Issue #795,ACC-000427,CON-000459,Shipping,Closed,Web,Low,Performance
CASE-000796,Issue #796,ACC-000136,CON-001335,Connectivity,New,Email,High,Other
CASE-000797,Issue #797,ACC-000015,CON-001159,Equipment,Working,Phone,Medium,Performance
CASE-000798,Issue #798,ACC-000371,CON-000319,Electrical,New,Phone,Low,Equipment Complexity
CASE-000799,Issue #799,ACC-000025,CON-000336,Shipping,New,Phone,Low,Bug
CASE-000800,Issue #800,ACC-000489,CON-001155,Equipment,Working,Email,Low,Other
CASE-000801,Issue #801,ACC-000067,CON-000435,Equipment,Closed,Web,Low,Return
CASE-000802,Issue #802,ACC-000020,CON-000290,Software,Working,Email,Medium,Performance
CASE-000803,Issue #803,ACC-000116,CON-000926,Installation,Closed,Phone,Medium,Equipment Complexity
CASE-000804,Issue #804,ACC-000304,CON-000714,Billing,New,Email,High,Network Issue
CASE-000805,Issue #805,ACC-000122,CON-000817,Electrical,New,Email,Medium,Other
CASE-000806,Issue #806,ACC-000195,CON-000495,Connectivity,Closed,Phone,High,Equipment Complexity
CASE-000807,Issue #807,ACC-000323,CON-001455,Shipping,Working,Web,Low,Equipment Complexity
CASE-000808,Issue #808,ACC-000202,CON-000904,Installation,New,Email,Low,Equipment Complexity
CASE-000809,Issue #809,ACC-000119,CON-000306,Electrical,Closed,Phone,High,Equipment Complexity
CASE-000810,Issue #810,ACC-000053,CON-000008,Connectivity,Closed,Phone,Medium,Shipment Damaged
CASE-000811,Issue #811,ACC-000414,CON-000057,Equipment,New,Email,Medium,Performance
CASE-000812,Issue #812,ACC-000192,CON-000780,Software,New,Phone,Medium,Network Issue
CASE-000813,Issue #813,ACC-000393,CON-000990,Connectivity,New,Web,High,Performance
CASE-000814,Issue #814,ACC-000490,CON-000684,Software,Working,Web,Low,Performance
CASE-000815,Issue #815,ACC-000031,CON-001404,Installation,Closed,Phone,High,Network Issue
CASE-000816,Issue #816,ACC-000117,CON-001365,Billing,New,Phone,Low,Equipment Complexity
CASE-000817,Issue #817,ACC-000383,CON-000256,Installation,Working,Email,Low,Bug
CASE-000818,Issue #818,ACC-000419,CON-001401,Billing,New,Email,Medium,Other
CASE-000819,Issue #819,ACC-000292,CON-000121,Installation,Closed,Web,Low,Performance
CASE-000820,Issue #820,ACC-000064,CON-000233,Installation,New,Email,Low,Shipment Damaged
CASE-000821,Issue #821,ACC-000344,CON-000398,Billing,Closed,Phone,High,Equipment Complexity
CASE-000822,Issue #822,ACC-000048,CON-001324,Electrical,Closed,Phone,Low,Return
CASE-000823,Issue #823,ACC-000296,CON-001346,Billing,Closed,Phone,Low,Shipment Damaged
CASE-000824,Issue #824,ACC-000422,CON-000412,Equipment,New,Phone,High,Equipment Complexity
CASE-000825,Issue #825,ACC-000296,CON-000266,Shipping,New,Web,Low,Return
CASE-000826,Issue #826,ACC-000474,CON-000654,Billing,Closed,Email,Low,Shipment Damaged
CASE-000827,Issue #827,ACC-000074,CON-000521,Billing,Closed,Phone,Low,Shipment Damaged
CASE-000828,Issue #828,ACC-000352,CON-000436,Billing,Working,Phone,High,Bug
CASE-000829,Issue #829,ACC-000264,CON-001209,Shipping,New,Phone,Low,Network Issue
CASE-000830,Issue #830,ACC-000154,CON-000162,Billing,Working,Email,Medium,Equipment Complexity
CASE-000831,Issue #831,ACC-000097,CON-001142,Connectivity,Working,Email,Medium,Other
CASE-000832,Issue #832,ACC-000121,CON-000237,Installation,Working,Web,Medium,Return
CASE-000833,Issue #833,ACC-000057,CON-000490,Billing,Working,Web,Medium,Bug
CASE-000834,Issue #834,ACC-000489,CON-001059,Equipment,Working,Web,Medium,Equipment Complexity
CASE-000835,Issue #835,ACC-000293,CON-000392,Connectivity,Closed,Web,Low,Bug
CASE-000836,Issue #836,ACC-000267,CON-000726,Connectivity,Closed,Phone,Medium,Equipment Complexity
CASE-000837,Issue #837,ACC-000008,CON-001408,Billing,Working,Phone,Medium,Return
CASE-000838,Issue #838,ACC-000386,CON-000067,Shipping,Closed,Web,High,Bug
CASE-000839,Issue #839,ACC-000246,CON-001399,Installation,Closed,Email,Medium,Other
CASE-000840,Issue #840,ACC-000215,CON-001331,Software,Closed,Phone,Low,Bug
CASE-000841,Issue #841,ACC-000261,CON-001385,Shipping,Closed,Email,Low,Shipment Damaged
CASE-000842,Issue #842,ACC-000234,CON-000848,Electrical,Closed,Web,Low,Bug
CASE-000843,Issue #843,ACC-000425,CON-001424,Equipment,Working,Email,High,Bug
CASE-000844,Issue #844,ACC-000145,CON-000667,Electrical,New,Web,High,Bug
CASE-000845,Issue #845,ACC-000482,CON-000638,Electrical,New,Phone,Medium,Equipment Complexity
CASE-000846,Issue #846,ACC-000484,CON-000188,Software,New,Web,Medium,Performance
CASE-000847,Issue #847,ACC-000079,CON-000360,Billing,New,Phone,Medium,Other
CASE-000848,Issue #848,ACC-000203,CON-000674,Shipping,Closed,Email,Low,Equipment Complexity
CASE-000849,Issue #849,ACC-000324,CON-000729,Connectivity,Working,Email,Medium,Network Issue
CASE-000850,Issue #850,ACC-000347,CON-000570,Billing,New,Phone,Low,Performance
CASE-000851,Issue #851,ACC-000122,CON-001244,Electrical,Working,Phone,Medium,Network Issue
CASE-000852,Issue #852,ACC-000322,CON-001143,Equipment,Closed,Email,High,Shipment Damaged
CASE-000853,Issue #853,ACC-000176,CON-001146,Software,Closed,Email,Low,Performance
CASE-000854,Issue #854,ACC-000156,CON-000101,Billing,Working,Email,High,Return
CASE-000855,Issue #855,ACC-000344,CON-000045,Shipping,New,Web,Medium,Return
CASE-000856,Issue #856,ACC-000130,CON-001118,Software,Working,Phone,Low,Bug
CASE-000857,Issue #857,ACC-000291,CON-000886,Connectivity,New,Email,High,Performance
CASE-000858,Issue #858,ACC-000282,CON-000968,Billing,New,Phone,Low,Shipment Damaged
CASE-000859,Issue #859,ACC-000164,CON-000098,Shipping,Closed,Web,Low,Bug
CASE-000860,Issue #860,ACC-000370,CON-000698,Electrical,Working,Web,Low,Bug
CASE-000861,Issue #861,ACC-000288,CON-000852,Electrical,Working,Email,High,Network Issue
CASE-000862,Issue #862,ACC-000030,CON-001336,Electrical,Closed,Phone,High,Performance
CASE-000863,Issue #863,ACC-000085,CON-001464,Connectivity,Closed,Web,Medium,Shipment Damaged
CASE-000864,Issue #864,ACC-000484,CON-000556,Electrical,Closed,Phone,Medium,Equipment Complexity
CASE-000865,Issue #865,ACC-000142,CON-001428,Electrical,Working,Email,High,Return
CASE-000866,Issue #866,ACC-000267,CON-000948,Connectivity,Closed,Email,Medium,Equipment Complexity
CASE-000867,Issue #867,ACC-000168,CON-001225,Billing,New,Email,Medium,Shipment Damaged
CASE-000868,Issue #868,ACC-000059,CON-000055,Equipment,Closed,Phone,High,Other
CASE-000869,Issue #869,ACC-000261,CON-000644,Connectivity,Working,Phone,Medium,Equipment Complexity
CASE-000870,Issue #870,ACC-000244,CON-000056,Connectivity,Working,Web,Low,Equipment Complexity
CASE-000871,Issue #871,ACC-000040,CON-000678,Billing,Working,Phone,Medium,Performance
CASE-000872,Issue #872,ACC-000061,CON-000740,Installation,Closed,Phone,High,Other
CASE-000873,Issue #873,ACC-000243,CON-000866,Equipment,Working,Phone,Low,Equipment Complexity
CASE-000874,Issue #874,ACC-000469,CON-000226,Connectivity,Closed,Phone,High,Shipment Damaged
CASE-000875,Issue #875,ACC-000451,CON-000761,Installation,Closed,Email,Medium,Other
CASE-000876,Issue #876,ACC-000139,CON-001227,Software,Closed,Email,Low,Network Issue
CASE-000877,Issue #877,ACC-000103,CON-000812,Software,Closed,Web,Low,Return
CASE-000878,Issue #878,ACC-000014,CON-000977,Software,Closed,Email,Low,Other
CASE-000879,Issue #879,ACC-000140,CON-001348,Billing,Closed,Email,Low,Return
CASE-000880,Issue #880,ACC-000066,CON-000222,Installation,New,Email,Low,Bug
CASE-000881,Issue #881,ACC-000177,CON-000093,Software,Closed,Email,Low,Equipment Complexity
CASE-000882,Issue #882,ACC-000440,CON-001487,Installation,New,Email,Medium,Return
CASE-000883,Issue #883,ACC-000398,CON-000469,Equipment,Closed,Phone,Medium,Other
CASE-000884,Issue #884,ACC-000069,CON-001466,Electrical,New,Web,Low,Performance
CASE-000885,Issue #885,ACC-000130,CON-000761,Equipment,Closed,Web,Medium,Return
CASE-000886,Issue #886,ACC-000385,CON-000055,Software,Closed,Email,Medium,Other
CASE-000887,Issue #887,ACC-000341,CON-000223,Equipment,New,Phone,Medium,Shipment Damaged
CASE-000888,Issue #888,ACC-000040,CON-000487,Billing,Working,Phone,Medium,Return
CASE-000889,Issue #889,ACC-000111,CON-000436,Equipment,New,Email,Low,Bug
CASE-000890,Issue #890,ACC-000172,CON-000971,Installation,Working,Email,Low,Performance
CASE-000891,Issue #891,ACC-000141,CON-000074,Software,Working,Web,Low,Bug
CASE-000892,Issue #892,ACC-000177,CON-000104,Connectivity,New,Web,High,Network Issue
CASE-000893,Issue #893,ACC-000177,CON-000775,Software,Working,Web,Low,Equipment Complexity
CASE-000894,Issue #894,ACC-000050,CON-001274,Connectivity,Working,Email,Low,Bug
CASE-000895,Issue #895,ACC-000245,CON-001433,Electrical,Closed,Web,High,Other
CASE-000896,Issue #896,ACC-000279,CON-001247,Connectivity,New,Web,High,Equipment Complexity
CASE-000897,Issue #897,ACC-000368,CON-000795,Connectivity,Closed,Phone,Medium,Shipment Damaged
CASE-000898,Issue #898,ACC-000363,CON-000794,Electrical,Working,Phone,Medium,Bug
CASE-000899,Issue #899,ACC-000411,CON-001461,Shipping,New,Web,Medium,Performance
CASE-000900,Issue #900,ACC-000393,CON-001481,Connectivity,Closed,Email,Medium,Shipment Damaged
CASE-000901,Issue #901,ACC-000422,CON-001139,Electrical,New,Email,Low,Return
CASE-000902,Issue #902,ACC-000153,CON-000661,Connectivity,New,Phone,Medium,Return
CASE-000903,Issue #903,ACC-000127,CON-000736,Electrical,Closed,Phone,Low,Return
CASE-000904,Issue #904,ACC-000107,CON-000084,Equipment,Closed,Web,High,Return
CASE-000905,Issue #905,ACC-000111,CON-000607,Equipment,Closed,Phone,Medium,Shipment Damaged
CASE-000906,Issue #906,ACC-000165,CON-001062,Installation,Working,Email,Low,Other
CASE-000907,Issue #907,ACC-000221,CON-001361,Equipment,Closed,Email,Low,Other
CASE-000908,Issue #908,ACC-000080,CON-000260,Installation,Closed,Phone,Medium,Equipment Complexity
CASE-000909,Issue #909,ACC-000081,CON-000879,Software,Working,Email,High,Performance
CASE-000910,Issue #910,ACC-000088,CON-000159,Billing,Closed,Email,High,Network Issue
CASE-000911,Issue #911,ACC-000362,CON-000510,Software,New,Email,Low,Equipment Complexity
CASE-000912,Issue #912,ACC-000181,CON-000752,Electrical,Working,Phone,Medium,Bug
CASE-000913,Issue #913,ACC-000095,CON-001464,Billing,Working,Phone,Medium,Bug
